statis_date,open_id,app,job_1,job_2,job_3,job_4,job_5,job_6,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
20160801,0000011DB847DB8109551C19EDA276D4,qq,0.3188405797101449,0.06521739130434782,0.34057971014492755,0.050724637681159424,0.007246376811594203,0.21739130434782608,0.09420289855072464,0.014492753623188406,0.5869565217391305,0.007246376811594203,0.2246376811594203,0.014492753623188406,0.057971014492753624,0.0,0.0
20160801,0000044B98725A80E1E2D982CF802532,qq,0.0,0.125,0.0,0.625,0.0,0.25,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160801,000004F65204DA12FE337F49BA2ADF20,qq,0.1,0.1,0.65,0.05,0.0,0.1,0.025,0.025,0.05,0.65,0.05,0.0,0.2,0.0,0.0
20160801,00002046FD2BCB3B76CC7949C6F81C62,qq,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
20160801,00002397E4DEDA97EA47CA16F2D91F29,qq,0.015625,0.125,0.046875,0.53125,0.0,0.28125,0.40625,0.296875,0.109375,0.03125,0.09375,0.0,0.03125,0.03125,0.0
20160801,000027652DDA298E63533E16A9314D42,qq,0.0,0.0,0.08333333333333333,0.0,0.0,0.9166666666666666,0.0,0.0,0.4583333333333333,0.0,0.5416666666666666,0.0,0.0,0.0,0.0
20160801,000028B8F2E0DCDEE2DDC31811E4A164,qq,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20160801,0000303181A0C673BCE56AE8F4E66CBA,qq,0.056179775280898875,0.4101123595505618,0.056179775280898875,0.33146067415730335,0.0,0.14606741573033707,0.34831460674157305,0.1404494382022472,0.3707865168539326,0.03932584269662921,0.07865168539325842,0.0,0.02247191011235955,0.0,0.0
20160801,00003D2F66C746F354A491D6949234ED,qq,0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,0.9615384615384616,0.2692307692307692,0.0,0.25,0.23076923076923078,0.25,0.0,0.0,0.0,0.0
20160801,000045898E7F8842B2340AA975609374,qq,0.0,0.4666666666666667,0.0,0.36666666666666664,0.0,0.16666666666666666,0.36666666666666664,0.1,0.38333333333333336,0.13333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0
20160801,0000584F7940AD7FA0A7958DA877DFA0,qq,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0
20160801,00005B21A9313196B0A751BC4A24751F,qq,0.0,0.3333333333333333,0.4,0.26666666666666666,0.0,0.0,0.26666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0
20160801,0000623E70ABE3BB049B49C6AAC8DB59,qq,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.375,0.25,0.125,0.0,0.0,0.0,0.0
20160801,000062DEE6774AECC58768C223A0F9B3,qq,0.1694915254237288,0.3728813559322034,0.0847457627118644,0.1864406779661017,0.0,0.1864406779661017,0.4152542372881356,0.0847457627118644,0.3305084745762712,0.06779661016949153,0.1016949152542373,0.0,0.0,0.0,0.0
20160801,00006EE7D3900B7C22435BCC00903D69,qq,0.0,0.0,0.0,0.6,0.0,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0
20160801,00006FF2EA3B3F0597B8D21BAC7DABF8,qq,0.15,0.35,0.125,0.0,0.0,0.375,0.3625,0.2625,0.1375,0.075,0.0125,0.0,0.05,0.0,0.1
20160801,0000756CAA231252303F3F8D15418678,qq,0.07142857142857142,0.0,0.2857142857142857,0.0,0.0,0.6428571428571429,0.25,0.25,0.10714285714285714,0.2857142857142857,0.10714285714285714,0.0,0.0,0.0,0.0
20160801,00007867C2B2520ECE0A2EBB5A56D64C,qq,0.0,0.027777777777777776,0.9444444444444444,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0
20160801,00007DF05066FB6B74E55EDFC1EFE8FD,qq,0.19696969696969696,0.2196969696969697,0.25757575757575757,0.015151515151515152,0.007575757575757576,0.30303030303030304,0.20454545454545456,0.20454545454545456,0.24242424242424243,0.0,0.015151515151515152,0.015151515151515152,0.3181818181818182,0.0,0.0
20160801,00007FA69D5696D5D475EEC80F3861B0,qq,0.0625,0.125,0.5,0.125,0.0625,0.125,0.125,0.0,0.6875,0.0,0.0,0.0625,0.125,0.0,0.0
20160801,00007FDB4FB3ED6C6DA80AE93ABC3A41,qq,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.0,0.0,0.23076923076923078,0.11538461538461539,0.0,0.15384615384615385,0.4230769230769231,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0
20160801,0000861894418D8C49FAC2ED669B0CE5,qq,0.016666666666666666,0.375,0.0,0.39166666666666666,0.0,0.21666666666666667,0.43333333333333335,0.11666666666666667,0.4,0.0,0.05,0.0,0.0,0.0,0.0
20160801,00009271B5D6AC64577F1FD3D13E6E32,qq,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.4411764705882353,0.058823529411764705,0.14705882352941177,0.0,0.11764705882352941,0.0,0.0
20160801,0000932BCB8C332954B0076D8542D2C5,qq,0.1875,0.0625,0.25,0.0,0.0,0.5,0.0625,0.0625,0.5,0.125,0.25,0.0,0.0,0.0,0.0
20160801,000094365F469A8BCCE6CB793CC88DAA,qq,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
20160801,00009479AB8875793CEE1ACDA42B15C9,qq,0.0,0.037037037037037035,0.5,0.05555555555555555,0.0,0.4074074074074074,0.12962962962962962,0.05555555555555555,0.4074074074074074,0.037037037037037035,0.2222222222222222,0.0,0.14814814814814814,0.0,0.0
20160801,00009762A694E7D89F28FB55468116D0,qq,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
20160801,00009A79C9E10D286912E0B2A7E33C81,qq,0.13157894736842105,0.3684210526315789,0.13157894736842105,0.2631578947368421,0.0,0.10526315789473684,0.7368421052631579,0.02631578947368421,0.13157894736842105,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842
20160801,00009A9694CEF7801ED455D47656F9BF,qq,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.0,0.0,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142
20160801,00009B5B1F9B17558014E81C9E5FD328,qq,0.03787878787878788,0.6363636363636364,0.06060606060606061,0.2196969696969697,0.015151515151515152,0.030303030303030304,0.25,0.5151515151515151,0.15151515151515152,0.030303030303030304,0.022727272727272728,0.007575757575757576,0.015151515151515152,0.0,0.007575757575757576
20160801,0000A3878895D31D428527337AE03988,qq,0.027777777777777776,0.4166666666666667,0.037037037037037035,0.39814814814814814,0.027777777777777776,0.09259259259259259,0.46296296296296297,0.07407407407407407,0.4074074074074074,0.009259259259259259,0.0,0.046296296296296294,0.0,0.0,0.0
20160801,0000A820E0F7CB7F8EFB037A96E9D3C3,qq,0.08,0.4,0.14,0.16,0.06,0.16,0.46,0.22,0.1,0.04,0.04,0.06,0.08,0.0,0.0
20160801,0000AC0C5883B1015D2BA8D59B90145F,qq,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0
